OSEBuildingID,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),DefaultData,ComplianceStatus,TotalGHGEmissions,GHGEmissionsIntensity,BuildingAge
26720,NonResidential,Warehouse,Seattle Lighting Fixture,222 2nd Ave  Ext S,Seattle,WA,98104.0,5247801115,7,DOWNTOWN,47.59986,-122.32987,1.0,4,43484,0,43484,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,26416.0,18.0,36.0,113.1999969,1567040.75,0.0,1567041.0,0.0,False,Compliant,10.92,0.25,110
26726,NonResidential,Mixed Use Property,Buty Building,501 South Jackson St.,Seattle,WA,98104.0,5247801615,2,DOWNTOWN,47.599,-122.32717,1.0,3,22480,0,22480,"Office, Other, Retail Store",Office,10800.0,,34.09999847,107.0,981009.125,0.0,981009.0,0.0,False,Compliant,6.84,0.3,116
26728,NonResidential,Hotel,American Hotel,520 S. King St.,Seattle,WA,98104.0,5247801635,2,DOWNTOWN,47.5985,-122.32677,1.0,4,33018,0,33018,"Hotel, Retail Store",Hotel,23193.0,49.0,175.5,312.10000610000003,5153234.0,0.0,1827547.0,3030034.0,False,Compliant,173.67,5.26,91
26731,NonResidential,Small- and Mid-Sized Office,Dearborn Bldg.,624 S. Dearborn Bldg.,Seattle,WA,98134.0,5247801801,2,DOWNTOWN,47.5962,-122.32548,1.0,2,26510,0,26510,Office,Office,30800.0,91.0,33.0,95.30000305,1017753.188,0.0,893799.0,93265.0,False,Compliant,11.18,0.42,46
26759,NonResidential,Warehouse,Dunn Lumber Retail/Offices,3801 Latona Av Ne,Seattle,WA,98105.0,4206900410,4,LAKE UNION,47.65429,-122.32618000000001,1.0,1,40028,0,40028,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,33222.0,80.0,19.0,59.40000153,942415.1875,0.0,938199.0,4216.0,False,Compliant,6.76,0.17,78
26761,NonResidential,Small- and Mid-Sized Office,North Lake Office Bldg.,100 NE Northlake Way,Seattle,WA,98105.0,4206900485,4,LAKE UNION,47.653729999999996,-122.32721000000001,1.0,3,44510,18228,26282,"Office, Parking",Office,26282.0,23.0,85.59999847,268.89999389999997,2250450.5,0.0,2188051.0,0.0,False,Compliant,15.25,0.34,9
26773,NonResidential,Worship Facility,Lake City Presbyterian Church,3841 NE 123rd Street,Seattle,WA,98125.0,8820901145,5,NORTH,47.71705,-122.28577,1.0,1,21624,0,21624,Worship Facility,Worship Facility,21624.0,90.0,33.79999924,67.09999847,730124.5,0.0,313117.0,353571.0,False,Compliant,20.96,0.97,62
26808,SPS-District K-12,K-12 School,Green Lake Elementary,2400 N. 65th St.,Seattle,WA,98103.0,9528104870,6,NORTHWEST,47.6763,-122.3285,1.0,1,42239,0,42239,K-12 School,K-12 School,48799.0,83.0,49.40000153,91.59999847,2410752.0,0.0,894324.0,1251280.0,True,Error - Correct Default Data,72.69,1.72,46
26821,SPS-District K-12,K-12 School,McDonald International School,144 NE 54th St,Seattle,WA,98105.0,9550202395,6,Northwest,47.668279999999996,-122.3266,1.0,3,51360,0,51360,K-12 School,K-12 School,51026.0,89.0,30.10000038,72.59999847,1535481.375,0.0,960186.0,442909.0,True,Error - Correct Default Data,30.22,0.59,91
26833,NonResidential,Small- and Mid-Sized Office,Sixth & King Associates,601 S. King Street,Seattle,WA,98104.0,5247801875,2,DOWNTOWN,47.59819,-122.32598999999999,0.0,3,21600,0,21600,"Office, Restaurant",Office,11600.0,,70.09999847,174.6999969,1514428.75,0.0,1069041.0,470135.0,False,Compliant,32.42,1.5,23
26834,NonResidential,Mixed Use Property,(ID26834) SOO YUEN ASSOCIATION BUILDING,525 MAYNARD AVE S,Seattle,WA,98104.0,5247801900,2,DOWNTOWN,47.59769,-122.32536999999999,1.0,3,20620,0,20620,"Multifamily Housing, Retail Store, Social/Meeting Hall",Multifamily Housing,10060.0,,38.40000153,83.5,791926.875,0.0,410059.0,337398.0,False,Compliant,20.78,1.01,107
26838,NonResidential,Hotel,Panama Hotel,605 S. Main St.,Seattle,WA,98104.0,5247801965,2,DOWNTOWN,47.59983,-122.32598,1.0,5,40552,0,40552,Hotel,Hotel,40552.0,99.0,34.0,47.40000153,1377497.25,0.0,227435.0,972746.0,False,Compliant,53.25,1.31,106
26847,NonResidential,Small- and Mid-Sized Office,KOBE PARK BUILDING,622 S Washington St,Seattle,WA,98104.0,5247802080,2,DOWNTOWN,47.60105,-122.32542,1.0,3,31432,0,31432,"Multifamily Housing, Office, Other",Office,23059.0,,45.79999924,143.8000031,1439572.375,0.0,1439572.0,0.0,False,Compliant,10.04,0.32,107
26849,NonResidential,Retail Store,C & T BLDG,650 S JACKSON STREET,Seattle,WA,98104.0,5247802260,2,DOWNTOWN,47.59935,-122.32468,1.0,2,24550,0,24550,"Office, Retail Store",Retail Store,13500.0,100.0,42.0,17.70000076,1031447.625,0.0,90201.0,114794.0,False,Compliant,6.73,0.27,99
26870,SPS-District K-12,K-12 School,John Stanford Int'l Elementary,4057 5th Ave. N.E.,Seattle,WA,98105.0,4206901020,4,LAKE UNION,47.65753,-122.32405,1.0,2,61052,0,61052,K-12 School,K-12 School,61052.0,80.0,41.79999924,103.0999985,2549041.25,0.0,1688937.0,677992.0,True,Error - Correct Default Data,47.78,0.78,16
26883,NonResidential,Other,Washington Hall,153 14th Avenue,Seattle,WA,98122.0,4226900030,3,CENTRAL,47.60285,-122.31458,1.0,3,25864,0,25864,"Office, Social/Meeting Hall",Social/Meeting Hall,13364.0,,47.20000076,91.19999695,1028277.313,0.0,433559.0,594718.0,False,Compliant,34.61,1.34,108
26905,NonResidential,Other,Kappa Alpha Theta,4521 17th Ave NE,Seattle,WA,98105.0,8823902405,4,NORTHEAST,47.66192,-122.30998000000001,1.0,3,20686,0,20686,Other - Lodging/Residential,Other - Lodging/Residential,20686.0,,63.90000153,116.0,1321763.125,0.0,464268.0,743236.0,False,Compliant,42.71,2.06,92
26906,NonResidential,Residence Hall,4503,4503 17th Ave NE,Seattle,WA,98105.0,8823902415,4,NORTHEAST,47.6617,-122.31007,1.0,3,22124,0,22124,Residence Hall/Dormitory,Residence Hall/Dormitory,22124.0,82.0,29.5,92.5,652060.0,0.0,637685.0,0.0,False,Compliant,4.45,0.2,87
26909,NonResidential,Residence Hall,Chi Omega Fraternity of Washington,4549 18th Ave. NE,Seattle,WA,98105.0,8823902515,4,NORTHEAST,47.662890000000004,-122.30863000000001,1.0,3,27487,0,27487,Residence Hall/Dormitory,Residence Hall/Dormitory,27487.0,82.0,63.79999924,98.69999695,1753311.875,0.0,406046.0,1188459.0,False,Compliant,65.95,2.4,90
26911,NonResidential,Residence Hall,Sigma Chi Fraternity,4505 18th Ave NE,Seattle,WA,98105.0,8823902585,4,NORTHEAST,47.661640000000006,-122.30873999999999,1.0,4,23616,0,23616,Residence Hall/Dormitory,Residence Hall/Dormitory,23616.0,55.0,75.0,145.6999969,1771038.0,0.0,743927.0,912493.0,False,Compliant,53.65,2.27,90
26922,NonResidential,Residence Hall,Upstairs Downstairs Apartments,4538 18th AVE NE,Seattle,WA,98105.0,8823902795,4,NORTHEAST,47.66238,-122.30801000000001,1.0,3,33448,0,33448,Residence Hall/Dormitory,Residence Hall/Dormitory,33448.0,78.0,32.09999847,100.8000031,1073833.25,0.0,998633.0,0.0,False,Compliant,6.96,0.21,40
26924,Nonresidential COS,Mixed Use Property,Yesler Community Center,917 E Yesler Way,Seattle,WA,98122.0,9821700009,2,EAST,47.60153,-122.31986,0.0,2,29508,7120,22388,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Other - Technology/Science, Parking, Pre-school/Daycare",Other - Recreation,11074.0,,112.1999969,193.6000061,2506557.5,0.0,791940.0,1425680.0,False,Compliant,81.24,2.75,11
26930,NonResidential,Senior Care Community,Seattle Keiro,1601 E. Yesler Way,Seattle,WA,98122.0,9826700565,3,CENTRAL,47.60133,-122.31088000000001,1.0,2,74840,0,74840,Senior Care Community,Senior Care Community,74840.0,48.0,113.40000149999999,237.5,8485438.0,0.0,4111042.0,4157454.0,False,Compliant,249.46,3.33,29
26933,Nonresidential COS,Other,Langston Hughes Performing Arts Center,104 17th Ave South,Seattle,WA,98144.0,9826700795,3,CENTRAL,47.60133,-122.31088000000001,1.0,3,20992,0,20992,"Other - Education, Performing Arts, Social/Meeting Hall",Performing Arts,24600.0,,93.19999695,138.3999939,2879554.5,0.0,576892.0,1896410.0,False,Compliant,104.74,4.99,103
26939,NonResidential,K-12 School,First Place,172 20th Ave,Seattle,WA,98122.0,9826701245,3,CENTRAL,47.6032,-122.30596000000001,1.0,2,22344,0,22344,K-12 School,K-12 School,22344.0,40.0,74.5,131.1000061,1663727.125,0.0,555586.0,967011.0,False,Compliant,55.23,2.47,91
26956,NonResidential,University,Kerry Hall,710 E. Roy St.,Seattle,WA,98121.0,9831200125,3,EAST,47.62531,-122.32303,1.0,3,31900,0,31900,College/University,College/University,26000.0,,105.3000031,171.1999969,2737986.0,0.0,753713.0,1712387.0,False,Compliant,96.2,3.02,95
26961,Nonresidential COS,Other,Loyal Heights Community Center,2101 NW 77th St,Seattle,WA,98117.0,6021504080,6,BALLARD,47.68475,-122.38257,1.0,2,29417,0,29417,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Pre-school/Daycare",Other - Recreation,18489.0,,61.09999847,112.1999969,1816709.0,0.0,658940.0,972539.0,False,Compliant,56.25,1.91,66
26973,NonResidential,Mixed Use Property,New Central,657 South Weller Street,Seattle,WA,98104.0,6054550000,2,DOWNTOWN,47.59737,-122.32486999999999,1.0,3,49299,0,49299,"Multifamily Housing, Office, Restaurant",Office,24099.0,,90.90000153,0.0,4821852.0,0.0,1323792.0,0.0,False,Compliant,9.23,0.19,107
26994,NonResidential,Mixed Use Property,Arboretum Court 2,3130 E Madison St,Seattle,WA,98122.0,5332200210,3,EAST,47.626999999999995,-122.29153000000001,1.0,2,21036,0,21036,"Fitness Center/Health Club/Gym, Medical Office, Office, Parking, Restaurant",Parking,11021.0,,134.6000061,285.39999389999997,2830649.5,0.0,1450920.0,1284891.0,False,Compliant,78.36,3.73,28
26997,NonResidential,Mixed Use Property,Trader Joes/AAA,4555 Roosevelt Way NE,Seattle,WA,98105.0,5335200281,4,NORTHEAST,47.66272,-122.31798,1.0,2,32928,0,32928,"Office, Other, Parking, Retail Store",Parking,24288.0,9.0,172.1000061,540.5,5652231.0,0.0,5652230.0,0.0,False,Compliant,39.4,1.2,17
27007,NonResidential,Worship Facility,Seattle Community Church,4501 46th Avenue NE,Seattle,WA,98105.0,5364200005,4,NORTHEAST,47.66146,-122.2788,1.0,2,20039,0,20039,Worship Facility,Worship Facility,20039.0,100.0,5.1999998089999995,16.39999962,104722.2969,0.0,104722.0,0.0,False,Non-Compliant,0.73,0.04,62
27008,SPS-District K-12,K-12 School,Laurelhurst Elementary,4530 46th Ave. N.E.,Seattle,WA,98105.0,5364200330,4,NORTHEAST,47.6622,-122.27796000000001,1.0,2,54943,0,54943,K-12 School,K-12 School,57247.0,94.0,43.59999847,70.90000153,2498122.25,0.0,665637.0,1489754.0,True,Error - Correct Default Data,83.76,1.52,88
27013,NonResidential,Warehouse,Northwest Wholesale Florists,525 S Front Street,Seattle,WA,98108.0,5367200820,2,GREATER DUWAMISH,47.54761,-122.32758999999999,1.0,1,44476,0,44476,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,41256.0,33.0,37.09999847,86.09999847,1529218.125,0.0,931104.0,437016.0,False,Compliant,29.7,0.67,56
27016,NonResidential,Small- and Mid-Sized Office,"Pacific Georgetown Center, LLC",6363 7th Ave S.,Seattle,WA,98108.0,5367201500,2,GREATER DUWAMISH,47.544940000000004,-122.32543000000001,1.0,1,35017,0,35017,"Non-Refrigerated Warehouse, Office, Parking",Office,19785.0,66.0,46.40000153,111.8000031,1394293.5,0.0,904631.0,390854.0,False,Compliant,27.06,0.77,47
27020,NonResidential,Residence Hall,Alpha Delta Pi Chapter House,1805 NE 47th,Seattle,WA,98177.0,8823902825,4,NORTHEAST,47.66281,-122.30819,1.0,3,29084,0,29084,Residence Hall/Dormitory,Residence Hall/Dormitory,26000.0,66.0,67.0,116.5,1741865.25,0.0,560665.0,1071834.0,False,Compliant,60.83,2.09,66
27080,NonResidential,Worship Facility,Japanese Presbyterian Church,1801 24th Avenue South,Seattle,WA,98144.0,3881900570,3,SOUTHEAST,47.58671,-122.30201000000001,1.0,2,22952,0,22952,"Parking, Worship Facility",Worship Facility,22962.0,98.0,23.70000076,36.70000076,545136.5,0.0,123878.0,346789.0,False,Compliant,19.28,0.84,53
27117,NonResidential,Warehouse,N W WAREHOUSE,6540 5TH PL S,Seattle,WA,98108.0,5367201635,2,GREATER DUWAMISH,47.54443,-122.32688,1.0,1,21040,0,21040,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21040.0,43.0,31.20000076,60.09999847,657383.1875,0.0,266815.0,325273.0,False,Compliant,19.14,0.91,40
27122,NonResidential,Warehouse,Cedar Heights,6535 5th Place South,Seattle,WA,98108.0,5367201865,2,GREATER DUWAMISH,47.544909999999994,-122.32758000000001,1.0,2,28032,0,28032,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,30000.0,52.0,51.29999924,89.40000153,1539819.875,0.0,510536.0,810529.0,False,Compliant,46.61,1.66,65
27131,NonResidential,Distribution Center,Pacific Rubber Inc,6720 E Marginal Way S,Seattle,WA,98108.0,5367204010,2,GREATER DUWAMISH,47.54333,-122.32791999999999,1.0,1,25620,0,25620,Distribution Center,Distribution Center,25620.0,82.0,25.5,43.09999847,652579.875,0.0,189949.0,360375.0,False,Compliant,20.46,0.8,42
27141,NonResidential,Warehouse,(ID27141) TSUE CHONG BUILDING,800 S Weller St,Seattle,WA,98144.0,5391600310,2,DOWNTOWN,47.59775,-122.32218999999999,1.0,3,33238,0,33238,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33238.0,14.0,49.09999847,154.1999969,1632472.0,0.0,1632472.0,0.0,False,Compliant,11.38,0.34,24
27142,NonResidential,K-12 School,St. James Cathedral Place,803 Terry,Seattle,WA,98104.0,5392100010,3,EAST,47.60745,-122.32542,1.0,4,27800,0,27800,K-12 School,K-12 School,11093.0,8.0,115.0,220.1999969,1275996.25,0.0,528460.0,652969.0,False,Compliant,38.36,1.38,104
27162,NonResidential,Supermarket / Grocery Store,West Seattle Thriftway,4201 SW MORGAN ST,Seattle,WA,98136.0,5637500005,1,SOUTHWEST,47.544270000000004,-122.38609,1.0,1,33706,0,33706,Supermarket/Grocery Store,Supermarket/Grocery Store,31746.0,22.0,283.2999878,661.4000244,8992072.0,0.0,5528496.0,3159194.0,False,Compliant,206.33,6.12,18
27184,NonResidential,Mixed Use Property,property #10,1050 w nickerson/1050 w Ewing st.,Seattle,WA,98119.0,7443001620,7,MAGNOLIA / QUEEN ANNE,47.65532,-122.37133,1.0,2,37600,0,37600,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,18400.0,,65.90000153,98.0,2477406.25,0.0,472249.0,1699502.0,False,Compliant,93.55,2.49,55
27205,SPS-District K-12,K-12 School,Viewlands Elementary,10525 3rd Ave. N.W.,Seattle,WA,98177.0,7474900060,5,NORTHWEST,47.70597,-122.36113,1.0,1,42128,0,42128,K-12 School,K-12 School,42128.0,93.0,44.40000153,92.90000153,1869043.875,0.0,893537.0,815770.0,False,Compliant,49.55,1.18,62
27231,SPS-District K-12,K-12 School,Loyal Heights Elementary,2511 N.W. 80th St.,Seattle,WA,98117.0,4443801580,6,BALLARD,47.686440000000005,-122.38905,1.0,2,44753,0,44753,K-12 School,K-12 School,46545.0,96.0,39.09999847,67.19999695,1817756.125,0.0,558868.0,1079824.0,True,Error - Correct Default Data,61.25,1.37,84
27244,NonResidential,Other,Knights of Columbus,722 E Union St,Seattle,WA,98122.0,7502500045,3,EAST,47.61314,-122.32262,1.0,3,33708,0,33708,Other,Other,33708.0,,24.79999924,62.20000076,835610.875,166488.4063,567086.0,52750.0,False,Compliant,19.61,0.58,104
27303,NonResidential,Other,EMERSON,1249 NE 145TH ST,Seattle,WA,98155.0,6632300641,5,North,47.73368,-122.31366000000001,1.0,2,47237,0,47237,Other,Other,47661.0,,125.8000031,395.0,5996179.5,0.0,5981430.0,0.0,False,Compliant,41.7,0.88,68
27365,SPS-District K-12,K-12 School,Adams Elementary,6110 28th Ave. N.W.,Seattle,WA,98107.0,6658000060,6,BALLARD,47.673629999999996,-122.39152,1.0,2,57298,0,57298,K-12 School,K-12 School,60882.0,91.0,27.60000038,86.69999695,1681189.25,0.0,1586389.0,0.0,True,Error - Correct Default Data,11.06,0.19,27
27381,NonResidential,Worship Facility,Cross & Crown Church,4554 12th Ave NE,Seattle,WA,98105.0,6746700035,4,NORTHEAST,47.66295,-122.31493999999999,1.0,3,26373,0,26373,Worship Facility,Worship Facility,26373.0,75.0,44.5,69.09999847,1172287.125,0.0,282478.0,681758.0,False,Compliant,38.18,1.45,78
27389,NonResidential,Small- and Mid-Sized Office,Leschi Lakecenter,120 Lakeside,Seattle,WA,98122.0,4114601145,3,CENTRAL,47.60207,-122.28481000000001,6.0,2,75868,0,75868,"Non-Refrigerated Warehouse, Office, Restaurant, Retail Store",Office,50379.0,,47.5,149.1999969,3605749.75,0.0,3605750.0,0.0,False,Compliant,25.14,0.33,60
27406,NonResidential,Mixed Use Property,The GreenLind Building,340 15th Ave E,Seattle,WA,98112.0,4232401365,3,EAST,47.62164,-122.31238,1.0,2,21656,0,21656,"Office, Other - Entertainment/Public Assembly, Other - Public Services, Restaurant, Urgent Care/Clinic/Other Outpatient",Other - Entertainment/Public Assembly,5656.0,,74.30000305,148.1000061,1607972.25,0.0,726238.0,881734.0,False,Compliant,51.89,2.4,69
27455,Nonresidential COS,Distribution Center,The Seattle Public Library - Queen Anne Storage Facility,1529 Fourth Ave W,Seattle,WA,98119.0,4232903170,7,MAGNOLIA / QUEEN ANNE,47.63319,-122.36294,1.0,3,23040,0,23040,Distribution Center,Distribution Center,23040.0,,20.5,64.40000153,472415.4063,0.0,421430.0,0.0,False,Compliant,2.94,0.13,95
27456,NonResidential,Other,ATWATER,1503 3RD AVE W,Seattle,WA,98119.0,4232903455,7,MAGNOLIA / QUEEN ANNE,47.63286,-122.36141,1.0,2,36771,0,36771,Other,Other,34856.0,,154.8999939,486.5,5400237.5,0.0,5447076.0,0.0,False,Compliant,37.97,1.03,60
27482,NonResidential,Warehouse,8000 5th Ave S,8000 5th Ave s,Seattle,WA,98108.0,7327901685,1,GREATER DUWAMISH,47.531040000000004,-122.32784,1.0,1,24024,0,24024,"Non-Refrigerated Warehouse, Other - Services",Non-Refrigerated Warehouse,14314.0,,16.79999924,52.90000153,404484.4063,0.0,375773.0,0.0,False,Compliant,2.62,0.11,39
27488,NonResidential,Warehouse,West Coast Wire Rope & Rigging Inc,7777 7th Ave South,Seattle,WA,98108.0,7327903120,1,GREATER DUWAMISH,47.53326,-122.32578999999998,1.0,1,42420,0,42420,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,27420.0,34.0,26.60000038,51.29999924,1129170.375,0.0,474320.0,491105.0,False,Compliant,29.39,0.69,63
27494,NonResidential,Distribution Center,Pacific Western Agencies,7700 2nd Ave S,Seattle,WA,98108.0,7327904585,1,GREATER DUWAMISH,47.53379,-122.33063,1.0,1,36982,0,36982,"Distribution Center, Office",Distribution Center,34382.0,,11.0,27.70000076,405866.9063,0.0,282354.0,92400.0,False,Compliant,6.88,0.19,37
27504,NonResidential,Warehouse,WHECO,7417 4TH AVE S,Seattle,WA,98108.0,7327906465,1,GREATER DUWAMISH,47.53651,-122.32954,1.0,2,23400,0,23400,"Non-Refrigerated Warehouse, Office, Parking",Non-Refrigerated Warehouse,20002.0,,19.5,61.09999847,454896.5,0.0,439267.0,0.0,False,Compliant,3.06,0.13,52
27532,NonResidential,Other,Color Craft Building,621 2nd Ave N,Seattle,WA,98109.0,5457300570,7,MAGNOLIA / QUEEN ANNE,47.62518,-122.35316999999999,1.0,2,30720,0,30720,"Office, Other, Parking",Other,28120.0,,65.80000305,104.0999985,1915150.75,0.0,482047.0,1201017.0,False,Compliant,67.15,2.19,68
27553,NonResidential,Warehouse,DAE II,676 S Industrial Way,Seattle,WA,98108.0,7376600035,2,GREATER DUWAMISH,47.56626,-122.3244,1.0,1,23232,0,23232,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,23232.0,,5.5,17.20000076,127374.0,0.0,127374.0,0.0,False,Compliant,0.89,0.04,44
27554,NonResidential,Warehouse,L&W Food Corporation,651 S. Industrial Way,Seattle,WA,98108.0,7376600060,2,GREATER DUWAMISH,47.56501,-122.3248,1.0,1,35046,0,35046,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,32546.0,100.0,33.59999847,88.69999695,1092979.75,0.0,841364.0,221905.0,False,Compliant,17.65,0.5,42
27561,NonResidential,Refrigerated Warehouse,OVERSEA CASING CO.,601 S NEVADA ST,Seattle,WA,98108.0,7376600250,2,GREATER DUWAMISH,47.56477,-122.32628000000001,1.0,1,25577,0,25577,"Non-Refrigerated Warehouse, Office, Refrigerated Warehouse",Refrigerated Warehouse,13349.0,,34.5,94.0,883072.875,0.0,723667.0,172117.0,False,Compliant,14.19,0.55,55
27562,NonResidential,Warehouse,MVI 7th Avenue,4329 7th Ave S,Seattle,WA,98108.0,7376600270,2,GREATER DUWAMISH,47.564479999999996,-122.32484,1.0,1,43380,0,43380,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,42844.0,89.0,9.600000381000001,30.29999924,412764.8125,0.0,405062.0,0.0,False,Compliant,2.82,0.07,42
27567,NonResidential,Small- and Mid-Sized Office,4010 Associates,4010 Stone Way North,Seattle,WA,98020.0,4452300055,4,LAKE UNION,47.65576,-122.34208000000001,1.0,3,20410,0,20410,Office,Office,20410.0,8.0,138.6000061,293.39999389999997,2827857.0,0.0,1444160.0,1276078.0,False,Compliant,77.84,3.81,21
27587,NonResidential,Small- and Mid-Sized Office,Meridian Center Building,10303 Meridian Ave N,Seattle,WA,98133.0,5464300065,5,NORTHWEST,47.70349,-122.33424,1.0,3,24696,6300,18396,"Office, Parking",Office,18396.0,87.0,33.90000153,106.5,624125.625,0.0,624125.0,0.0,False,Compliant,4.35,0.18,33
27597,SPS-District K-12,K-12 School,Northgate Elementary,11725 1st Ave. N.E.,Seattle,WA,98125.0,6411600312,5,NORTHWEST,47.71487,-122.32959,1.0,1,45174,0,45174,K-12 School,K-12 School,45174.0,84.0,48.79999924,88.90000153,2205570.75,0.0,786971.0,1193854.0,True,Error - Correct Default Data,68.89,1.52,60
27598,NonResidential,Worship Facility,St. Andrew Kim,11700 1st Ave. NE,Seattle,WA,98125.0,6411600330,5,NORTHWEST,47.71479,-122.32824,1.0,1,24955,0,24955,Worship Facility,Worship Facility,24955.0,47.0,31.0,59.29999924,773357.0,0.0,320006.0,369797.0,False,Compliant,21.87,0.88,14
27668,NonResidential,Other,Bailey Boushay House,2720 East Madison,Seattle,WA,98112.0,5016001680,3,Central,47.62342,-122.29688,1.0,3,34074,0,34074,Other/Specialty Hospital,Other/Specialty Hospital,34074.0,,253.89999390000003,487.70001219999995,8652913.0,0.0,3603789.0,4918200.0,False,Compliant,286.33,8.4,25
27703,NonResidential,Worship Facility,(ID27703) International Full Gospel Fellowship,12345 8TH AVE NE,Seattle,WA,98125.0,6413600295,5,North,47.71856,-122.32083999999999,1.0,2,76475,0,76475,"Other - Education, Worship Facility",Worship Facility,45442.0,,25.0,42.20000076,1913404.25,0.0,573241.0,1192573.0,False,Compliant,67.33,0.88,55
27704,NonResidential,K-12 School,Seattle Jewish Community School,12351 8th Ave NE,Seattle,WA,98125.0,6413600296,5,North,47.719229999999996,-122.32171000000001,1.0,2,32961,0,32961,K-12 School,K-12 School,32961.0,86.0,52.20000076,83.09999847,1719595.125,0.0,446659.0,1126496.0,False,Compliant,62.94,1.91,28
27721,Nonresidential COS,Other,The Seattle Public Library - Greenwood Branch,8016 Greenwood Ave N,Seattle,WA,98103.0,6430500081,6,NORTHWEST,47.6875,-122.35496,1.0,1,27376,14570,12806,"Library, Parking",Library,12806.0,,90.30000305,203.1999969,1155795.125,0.0,668530.0,414390.0,False,Compliant,26.67,0.97,12
27799,Campus,K-12 School,The Bush School - Lower / Middle School,3400 East Harrison Street,Seattle,WA,98112.0,6600000120,3,CENTRAL,47.62291,-122.28878999999999,1.0,1,109794,0,109794,K-12 School,K-12 School,109794.0,87.0,33.29999924,59.59999847,3657784.25,0.0,1294767.0,2001759.0,False,Compliant,115.34,1.05,66
27816,NonResidential,Other,Son Shone Inn,1808 18th Ave,Seattle,WA,98122.0,5707500120,3,Central,47.61796,-122.30847,1.0,3,25200,0,25200,Other - Lodging/Residential,Other - Lodging/Residential,25200.0,,55.79999924,82.0,1407294.875,0.0,281188.0,961478.0,False,Compliant,53.02,2.1,105
27825,NonResidential,Other,AKER'S VOLKS-PORSCHE REPAIR (ID27825),1414 BROADWAY,Seattle,WA,98122.0,6003000020,3,EAST,47.61340332,-122.32035060000001,1.0,2,22320,0,22320,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",22320.0,,10.30000019,23.70000076,230988.9063,0.0,137286.0,72359.0,False,Compliant,4.8,0.22,109
27828,NonResidential,Mixed Use Property,905 E Pike St,905 E Pike St,Seattle,WA,98122.0,6003000035,3,EAST,47.6139,-122.32033999999999,1.0,3,24000,0,24000,"Office, Other, Retail Store",Office,12000.0,,39.70000076,118.0,952583.5,0.0,876004.0,56079.0,False,Compliant,9.09,0.38,104
27830,NonResidential,Small- and Mid-Sized Office,ELYSIAN BREWING CO & OFFICES,1221 E Pike St.,Seattle,WA,98122.0,6003000070,3,EAST,47.613929999999996,-122.31589,1.0,3,23422,0,23422,Office,Office,23422.0,65.0,123.90000149999999,159.1000061,2902229.0,0.0,334292.0,2367580.0,False,Compliant,128.07,5.47,96
27833,NonResidential,Other,Sound Mental Health,1600 East Olive St,Seattle,WA,98122.0,7234600405,3,EAST,47.61674,-122.31111000000001,5.0,2,38879,11328,27551,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,38879.0,,91.69999695,281.7000122,3564727.5,0.0,3257087.0,114572.0,False,Compliant,28.79,0.74,41
27838,NonResidential,Mixed Use Property,Madison Crossing,1600 E. Madison St.,Seattle,WA,98122.0,7234600515,3,EAST,47.61554,-122.31098,1.0,5,53034,14625,38409,"Multifamily Housing, Parking, Supermarket/Grocery Store",Multifamily Housing,22486.0,93.0,95.69999695,218.60000609999997,3518099.75,0.0,2091625.0,1300504.0,False,Compliant,83.65,1.58,18
27869,NonResidential,Warehouse,Auto Accessories Inc.,1520 13th Ave,Seattle,WA,98112.0,6003000220,3,EAST,47.61481,-122.31536000000001,1.0,2,23040,0,23040,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,23040.0,99.0,3.5,10.30000019,79967.89844,0.0,72845.0,6867.0,False,Compliant,0.87,0.04,96
